138.16	1	[]
138.87	1	[]
149.89	1	[]
149.96	1	[]
153.35	1	[]
163	1	[]
163.13	1	[]
163.6	1	[]
163.62	1	[]
165.85	1	[]
166	1	[]
171.9	1	[]
175.23	1	[]
182.39	1	[]
191.41	1	[]
191.6	1	[]
193	1	[]
193.52	1	[]
194.24	1	[]
198	1	[]
199	1	[]
199.5	1	[]
200	1	[]
201.64	1	[]
202.15	1	[]
206	3	[][][]
210.63	1	[]
212	1	[]
213.4	1	[]
213.43	1	[]
214.2	1	[]
215	2	[][]
217.2	1	[]
219.88	1	[]
220	1	[]
221.8	1	[]
222.92	2	[][]
223.11	1	[]
223.89	1	[]
227.86	1	[]
228	1	[]
229	1	[]
229.89	1	[]
231.23	1	[]
232	1	[]
233.5	1	[]
235.66	1	[]
237.1	1	[]
237.4	1	[]
239	1	[]
239.13	1	[]
239.42	1	[]
239.64	1	[]
240	2	[][]
241.12	1	[]
244.45	1	[]
248	1	[]
248.14	1	[]
249.27	1	[]
249.6	1	[]
250	1	[]
250.3	1	[]
251.29	1	[]
252	2	[][]
254.33	1	[]
256	1	[]
256.21	1	[]
258	1	[]
259.61	1	[]
260	1	[]
262	1	[]
264	1	[]
268	1	[]
270.76	1	[]
271.47	1	[]
271.55	1	[]
272.69	1	[]
280.33	1	[]
282.7	1	[]
285.65	1	[]
288.78	1	[]
297.68	1	[]
298.57	1	[]
299.56	1	[]
323.1	1	[]
325.84	1	[]
337.11	1	[]
