40.74	1	[]
45.06	1	[]
47.85	1	[]
72.58	1	[]
76.82	1	[]
79.54	1	[]
81.15	1	[]
86.75	1	[]
89	1	[]
89.43	1	[]
90.95	1	[]
91.4	1	[]
92.46	1	[]
92.64	1	[]
92.7	1	[]
93.1	1	[]
93.3	1	[]
94.15	1	[]
94.18	1	[]
94.2	1	[]
94.36	1	[]
94.64	1	[]
94.9	1	[]
95.34	1	[]
95.4	1	[]
95.52	2	[][]
95.8	1	[]
95.88	1	[]
96.9	1	[]
97	1	[]
97.2	1	[]
97.32	1	[]
97.6	1	[]
98.18	1	[]
98.3	1	[]
98.4	1	[]
98.8	1	[]
98.9	1	[]
99	1	[]
99.17	1	[]
99.3	1	[]
99.5	1	[]
99.7	1	[]
100.2	2	[][]
100.26	1	[]
100.6	3	[][][]
101.2	1	[]
101.42	1	[]
101.57	1	[]
101.6	1	[]
101.8	1	[]
101.92	1	[]
102.23	1	[]
102.25	1	[]
102.29	1	[]
102.4	1	[]
102.9	1	[]
103	1	[]
103.32	1	[]
103.45	1	[]
103.5	1	[]
103.8	2	[][]
103.92	1	[]
103.97	1	[]
104	1	[]
104.1	1	[]
104.18	1	[]
104.34	1	[]
104.62	1	[]
105.03	1	[]
105.59	1	[]
105.95	1	[]
105.98	1	[]
106.19	1	[]
106.77	2	[][]
107.54	1	[]
108.12	1	[]
108.14	1	[]
108.4	1	[]
108.5	1	[]
108.64	1	[]
108.7	1	[]
109.39	1	[]
110.19	1	[]
111.61	1	[]
114.7	1	[]
123.62	1	[]
