33.63	1	[]
33.85	1	[]
33.94	1	[]
39.74	1	[]
40	1	[]
45.4	1	[]
47.6	1	[]
48.3	1	[]
49.43	1	[]
50.5	1	[]
52.8	1	[]
55.4	2	[][]
56.07	1	[]
59.6	1	[]
59.9	1	[]
61.33	1	[]
63	1	[]
63.9	1	[]
66.59	1	[]
67.58	1	[]
67.79	1	[]
69	1	[]
69.9	1	[]
70.73	1	[]
71.1	1	[]
71.29	1	[]
72	1	[]
72.7	1	[]
73.12	1	[]
73.89	1	[]
74	1	[]
74.59	1	[]
76.6	1	[]
76.8	1	[]
77.91	1	[]
77.99	1	[]
79.32	1	[]
79.58	1	[]
80.9	1	[]
83.6	1	[]
85.5	1	[]
86.21	1	[]
86.3	1	[]
88.07	1	[]
88.7	1	[]
89.8	1	[]
91.24	1	[]
91.8	1	[]
92.13	1	[]
93.5	1	[]
93.85	1	[]
94.4	1	[]
94.7	1	[]
98.2	1	[]
98.6	1	[]
102.3	1	[]
102.94	1	[]
104.7	1	[]
106.6	1	[]
106.66	1	[]
109.1	1	[]
109.27	1	[]
109.81	1	[]
113.09	1	[]
114.3	1	[]
114.88	1	[]
117.3	1	[]
117.47	1	[]
117.6	1	[]
118.28	1	[]
121.3	1	[]
129.8	1	[]
134.34	1	[]
134.48	1	[]
137.68	1	[]
138.4	1	[]
138.98	1	[]
139.53	1	[]
142	1	[]
143.01	1	[]
143.15	1	[]
145.03	1	[]
150.07	1	[]
151.79	1	[]
154.7	1	[]
158	1	[]
167.1	1	[]
179.76	1	[]
230.98	1	[]
262.01	1	[]
272.77	1	[]
302.62	1	[]
