0	3	[][][]
100.21	1	[]
102	1	[]
102.07	1	[]
102.38	1	[]
102.51	1	[]
102.55	1	[]
102.6	1	[]
102.64	1	[]
103	1	[]
103.2	1	[]
103.4	2	[][]
103.76	1	[]
103.9	1	[]
104	2	[][]
104.4	2	[][]
104.42	2	[][]
104.5	3	[][][]
104.6	3	[][][]
104.63	1	[]
104.64	1	[]
104.68	1	[]
104.7	1	[]
104.74	1	[]
104.78	1	[]
104.83	1	[]
104.84	1	[]
104.85	2	[][]
104.88	1	[]
104.9	2	[][]
104.98	1	[]
105	1	[]
105.02	1	[]
105.04	1	[]
105.1	2	[][]
105.12	1	[]
105.16	1	[]
105.18	1	[]
105.2	3	[][][]
105.22	1	[]
105.23	1	[]
105.24	1	[]
105.3	1	[]
105.32	1	[]
105.35	1	[]
105.36	1	[]
105.37	1	[]
105.42	2	[][]
105.44	1	[]
105.47	1	[]
105.49	1	[]
105.51	1	[]
105.54	1	[]
105.56	1	[]
105.57	1	[]
105.6	1	[]
105.7	1	[]
105.9	1	[]
106.2	2	[][]
106.4	5	[][][][][]
106.43	1	[]
106.47	2	[][]
106.48	1	[]
106.5	2	[][]
106.51	1	[]
106.6	2	[][]
106.7	2	[][]
107.07	1	[]
