0	4	[][][][]
136.82	1	[]
153.39	1	[]
154.29	1	[]
154.32	1	[]
172.04	1	[]
178.86	1	[]
191.76	1	[]
201.32	1	[]
224.86	1	[]
226.54	1	[]
231.25	1	[]
247.23	1	[]
255.25	1	[]
257.64	1	[]
259.2	1	[]
261.28	1	[]
261.47	1	[]
264.35	1	[]
268.9	1	[]
274.94	1	[]
285.54	1	[]
296.33	1	[]
306.24	1	[]
309	1	[]
311.24	1	[]
319.31	1	[]
325.43	1	[]
327.84	1	[]
337.72	1	[]
340.13	1	[]
346.64	1	[]
350.55	1	[]
359.32	1	[]
360.53	1	[]
362.08	1	[]
362.52	1	[]
366.86	1	[]
370.16	1	[]
371.54	1	[]
373.32	1	[]
375.72	1	[]
388.11	1	[]
388.18	1	[]
398.4	1	[]
401.39	1	[]
403.75	1	[]
410.02	1	[]
424.74	1	[]
429.84	1	[]
429.88	1	[]
445.72	1	[]
449.65	1	[]
455.21	1	[]
462.62	1	[]
468.66	1	[]
476.2	1	[]
476.68	1	[]
477.12	1	[]
485.34	1	[]
492.6	1	[]
495.63	1	[]
495.85	1	[]
496.81	1	[]
504.59	1	[]
505.13	1	[]
506.46	1	[]
509.05	1	[]
509.73	1	[]
513.33	1	[]
520.72	1	[]
526.91	1	[]
528.67	1	[]
528.93	1	[]
557.65	1	[]
571.84	1	[]
587.36	1	[]
589.14	1	[]
592.39	1	[]
598.49	1	[]
625.49	1	[]
629.44	1	[]
638.48	1	[]
676.53	1	[]
681.69	1	[]
686.15	1	[]
692.79	1	[]
763.64	1	[]
787.26	1	[]
896.91	1	[]
