0	4	[][][][]
0.24	3	[][][]
0.32	1	[]
0.33	1	[]
0.34	1	[]
0.4	1	[]
0.41	1	[]
0.43	1	[]
0.45	2	[][]
0.49	1	[]
0.5	1	[]
0.6	4	[][][][]
0.65	1	[]
0.7	2	[][]
0.8	3	[][][]
0.86	1	[]
0.9	1	[]
1	3	[][][]
1.01	1	[]
1.1	2	[][]
1.11	1	[]
1.14	1	[]
1.2	2	[][]
1.3	1	[]
1.37	1	[]
1.38	1	[]
1.39	1	[]
1.4	4	[][][][]
1.47	1	[]
1.5	2	[][]
1.6	1	[]
1.66	1	[]
1.7	1	[]
1.8	1	[]
1.9	2	[][]
2.02	1	[]
2.1	1	[]
2.18	2	[][]
2.27	1	[]
2.3	1	[]
2.4	1	[]
2.5	1	[]
2.55	1	[]
2.59	1	[]
2.6	1	[]
2.8	1	[]
3.16	1	[]
3.2	1	[]
3.23	1	[]
3.29	1	[]
3.3	1	[]
3.5	2	[][]
3.51	1	[]
3.8	1	[]
3.89	1	[]
4.5	1	[]
4.56	1	[]
4.6	1	[]
4.7	2	[][]
5.19	1	[]
5.45	1	[]
5.49	1	[]
5.7	1	[]
6.01	1	[]
6.25	1	[]
6.4	1	[]
6.58	1	[]
6.66	1	[]
8.34	1	[]
