128.37	1	[]
144.77	1	[]
145.68	1	[]
145.72	1	[]
148.2	1	[]
162.15	1	[]
168.59	1	[]
182.45	1	[]
189.82	1	[]
214.7	1	[]
215.34	1	[]
215.8	1	[]
234.86	1	[]
235.78	1	[]
243.22	1	[]
243.64	1	[]
244.58	1	[]
246.61	1	[]
250.43	1	[]
251.7	1	[]
264.3	1	[]
273.4	1	[]
285	1	[]
287.95	1	[]
290.59	1	[]
295.81	1	[]
304.63	1	[]
305.59	1	[]
310.78	1	[]
312.61	1	[]
313.85	1	[]
326.22	1	[]
326.31	1	[]
330.5	1	[]
338.63	1	[]
344.29	1	[]
346.7	1	[]
347.86	1	[]
350.09	1	[]
353.22	1	[]
354.22	1	[]
355.02	1	[]
360.23	1	[]
366.22	1	[]
368.04	1	[]
375.37	1	[]
383.72	1	[]
387.68	1	[]
389.86	1	[]
395	1	[]
402.79	1	[]
409.23	1	[]
415.32	1	[]
429.72	1	[]
432.74	1	[]
434.66	1	[]
435.04	1	[]
448.2	1	[]
451.48	1	[]
452.11	1	[]
459.31	1	[]
460.41	1	[]
470.29	1	[]
472.62	1	[]
473.78	1	[]
479.09	1	[]
479.1	1	[]
483.28	1	[]
488.09	1	[]
489.67	1	[]
490.36	1	[]
492.51	1	[]
494.59	1	[]
497.16	1	[]
498.6	1	[]
503.75	1	[]
514.1	1	[]
532.28	1	[]
537.87	1	[]
554.81	1	[]
562.2	1	[]
568.5	1	[]
569.07	1	[]
601.5	1	[]
608.78	1	[]
612.21	1	[]
648.1	1	[]
653.03	1	[]
653.25	1	[]
654.56	1	[]
720.27	1	[]
742.11	1	[]
846.82	1	[]
