0	3	[][][]
174	1	[]
216.8	1	[]
221.3	1	[]
229.1	1	[]
231.4	1	[]
234.2	1	[]
237.8	1	[]
239.3	1	[]
256.2	1	[]
258	1	[]
263	1	[]
270.3	1	[]
270.4	1	[]
272.3	1	[]
275.9	1	[]
278.2	1	[]
285.3	1	[]
286.6	1	[]
291.5	1	[]
291.7	1	[]
292	1	[]
293.9	2	[][]
296.8	1	[]
297.5	1	[]
298.7	1	[]
305.6	1	[]
306.8	1	[]
307.1	1	[]
308.1	1	[]
308.7	1	[]
312.3	1	[]
312.5	1	[]
314.2	1	[]
314.8	1	[]
316.1	1	[]
316.2	1	[]
318.3	1	[]
324	1	[]
328.4	1	[]
328.7	1	[]
329.7	1	[]
330.5	1	[]
331.7	1	[]
333.1	1	[]
335.4	1	[]
335.5	1	[]
337.7	1	[]
338.1	1	[]
339.8	1	[]
340	1	[]
342.3	1	[]
343	1	[]
344.1	1	[]
345	1	[]
345.7	1	[]
346.9	1	[]
347.5	1	[]
348.1	1	[]
349.1	1	[]
354	1	[]
354.2	1	[]
354.6	1	[]
357	1	[]
359.3	1	[]
359.6	1	[]
359.9	1	[]
362.9	1	[]
364.1	1	[]
364.6	1	[]
365.9	1	[]
370.1	1	[]
372.7	1	[]
378.6	1	[]
379.6	1	[]
381.3	1	[]
388.6	1	[]
390.1	1	[]
396.6	1	[]
397.3	1	[]
402.9	1	[]
404.8	1	[]
413.9	1	[]
414.7	1	[]
424.5	1	[]
426.1	1	[]
437.2	1	[]
442.7	1	[]
452.7	1	[]
458.5	1	[]
