85.5	1	[]
87.4	1	[]
87.7	1	[]
87.9	2	[][]
88.1	1	[]
88.2	1	[]
88.8	3	[][][]
88.9	2	[][]
89.2	1	[]
89.6	2	[][]
89.7	2	[][]
89.9	1	[]
90	1	[]
90.3	2	[][]
90.4	1	[]
90.7	2	[][]
90.8	2	[][]
91	1	[]
91.4	1	[]
92	2	[][]
92.1	1	[]
92.3	1	[]
92.5	1	[]
92.8	1	[]
92.9	2	[][]
93	1	[]
93.1	1	[]
93.2	2	[][]
93.5	1	[]
93.6	1	[]
93.7	1	[]
93.8	1	[]
94	2	[][]
94.2	1	[]
94.3	1	[]
94.4	1	[]
94.8	3	[][][]
95.2	1	[]
95.3	1	[]
95.5	1	[]
95.8	1	[]
96	1	[]
96.3	1	[]
97	2	[][]
97.6	1	[]
98	2	[][]
98.5	1	[]
98.9	1	[]
99.2	1	[]
99.4	1	[]
99.7	1	[]
99.8	2	[][]
100.1	3	[][][]
100.3	1	[]
100.7	1	[]
100.8	1	[]
100.9	1	[]
101.5	2	[][]
101.8	1	[]
102	1	[]
102.4	1	[]
102.6	1	[]
102.7	1	[]
103.1	1	[]
103.2	1	[]
103.6	2	[][]
103.7	1	[]
103.8	2	[][]
103.9	1	[]
104	1	[]
