84.38	1	[]
86.26	1	[]
86.55	1	[]
86.75	2	[][]
86.95	1	[]
87.05	1	[]
87.64	3	[][][]
87.74	2	[][]
88.03	1	[]
88.43	2	[][]
88.53	2	[][]
88.72	1	[]
88.82	1	[]
89.12	2	[][]
89.22	1	[]
89.51	2	[][]
89.61	2	[][]
89.81	1	[]
90.2	1	[]
90.8	2	[][]
90.9	1	[]
91.09	1	[]
91.29	1	[]
91.59	1	[]
91.69	2	[][]
91.78	1	[]
91.88	1	[]
91.98	2	[][]
92.28	1	[]
92.38	1	[]
92.47	1	[]
92.57	1	[]
92.77	2	[][]
92.97	1	[]
93.07	1	[]
93.17	1	[]
93.56	3	[][][]
93.96	1	[]
94.05	1	[]
94.25	1	[]
94.55	1	[]
94.74	1	[]
95.04	1	[]
95.73	2	[][]
96.32	1	[]
96.72	2	[][]
97.21	1	[]
97.61	1	[]
97.9	1	[]
98.1	1	[]
98.4	1	[]
98.49	2	[][]
98.79	3	[][][]
98.99	1	[]
99.38	1	[]
99.48	1	[]
99.58	1	[]
100.17	2	[][]
100.47	1	[]
100.67	1	[]
101.06	1	[]
101.26	1	[]
101.36	1	[]
101.75	1	[]
101.85	1	[]
102.25	2	[][]
102.34	1	[]
102.44	2	[][]
102.54	1	[]
102.64	1	[]
