-0.104808;0.630412;-0.120036;0.0615789;0.455736;-0.103188;-0.0216733;0.581971;0.780872;0.393711;0.0519289;1;0.703799;0.466102;0.744916;0.706699;0.611014;0.19715;0.695116;-0.187514;-0.177655;-0.0347369;-0.0983384;-0.342031;-0.342218;-0.0468983;-0.145595;-0.0628051;0.573652;
0.357552;0.83379;-0.00641923;0.179842;0.119318;-0.00266886;0.195772;0.165428;0.574743;0.400244;0.183451;0.703799;1;0.884674;0.821259;0.998464;0.949844;0.71019;0.806421;0.365932;0.265219;0.155522;0.319803;-0.0761575;-0.0763817;0.224584;0.109655;0.21663;0.374947;
0.398144;0.580553;0.29845;0.484702;0.123531;0.2949;0.488141;0.122925;0.53134;0.489246;0.244867;0.466102;0.884674;1;0.785713;0.885565;0.80887;0.900364;0.794062;0.428755;0.3857;0.340963;0.386673;-0.133569;-0.133768;0.453376;0.279962;0.444258;0.523566;
-0.0699577;0.575734;0.161265;0.382499;0.448185;0.166432;0.305928;0.497215;0.74741;0.570649;0.182646;0.744916;0.821259;0.785713;1;0.814013;0.677021;0.647075;0.993114;0.204048;0.0857836;-0.0183704;0.0422121;-0.485385;-0.485541;0.205765;0.151868;0.191019;0.614998;
0.386257;0.816008;0.0205705;0.202941;0.140991;0.0247358;0.220747;0.18543;0.568898;0.386576;0.201874;0.706699;0.998464;0.885565;0.814013;1;0.940966;0.715304;0.799959;0.341447;0.259121;0.17337;0.336144;-0.0488863;-0.0491137;0.215103;0.0820356;0.206869;0.380061;
0.395845;0.911074;-0.187103;0.00187807;-0.177288;-0.183409;0.0301869;-0.110159;0.48539;0.343304;0.0263272;0.611014;0.949844;0.80887;0.677021;0.940966;1;0.594862;0.649167;0.406888;0.351373;0.220833;0.360868;-0.0278647;-0.0280652;0.296147;0.205953;0.292024;0.261666;
0.419441;0.381214;0.418007;0.549455;0.198982;0.403902;0.567581;0.119182;0.258018;0.36421;0.297012;0.19715;0.71019;0.900364;0.647075;0.715304;0.594862;1;0.703074;0.45664;0.410228;0.321134;0.400272;-0.017604;-0.0177814;0.424751;0.283618;0.420018;0.3459;
-0.0562814;0.544689;0.204588;0.41981;0.472532;0.206804;0.344145;0.501686;0.699968;0.557013;0.205791;0.695116;0.806421;0.794062;0.993114;0.799959;0.649167;0.703074;1;0.225138;0.113994;-0.014944;0.0571282;-0.460619;-0.460779;0.218234;0.171896;0.204233;0.589455;
0.315305;0.25603;0.162799;0.0925184;-0.306488;0.158099;0.263205;-0.352934;0.0106058;0.291995;0.321799;-0.187514;0.365932;0.428755;0.204048;0.341447;0.406888;0.45664;0.225138;1;0.222048;-0.157324;0.336833;-0.0667145;-0.0667377;0.127744;0.101487;0.13052;-0.0258531;
0.343543;0.260344;0.0490787;0.151976;-0.429815;0.0330217;0.155161;-0.470788;-0.0813094;0.115006;-0.0905636;-0.177655;0.265219;0.3857;0.0857836;0.259121;0.351373;0.410228;0.113994;0.222048;1;0.267442;0.442419;0.14722;0.147072;0.57571;0.693971;0.58158;-0.143227;
0.472873;0.0849263;0.135885;0.244689;-0.249812;0.125921;0.195746;-0.274356;-0.0213603;0.16518;-0.159023;-0.0347369;0.155522;0.340963;-0.0183704;0.17337;0.220833;0.321134;-0.014944;-0.157324;0.267442;1;0.651079;0.228385;0.228364;0.754759;0.194617;0.755635;0.218175;
0.750507;0.165383;0.246634;0.220776;-0.26316;0.243521;0.334726;-0.304942;-0.0566743;0.221194;0.235722;-0.0983384;0.319803;0.386673;0.0422121;0.336144;0.360868;0.400272;0.0571282;0.336833;0.442419;0.651079;1;0.397366;0.397276;0.574762;-0.0526192;0.577237;-0.0249944;
0.608318;-0.0177935;-0.128249;-0.249107;-0.23646;-0.133241;-0.132106;-0.30408;-0.558143;-0.665704;0.146213;-0.342031;-0.0761575;-0.133569;-0.485385;-0.0488863;-0.0278647;-0.017604;-0.460619;-0.0667145;0.14722;0.228385;0.397366;1;1;-0.158702;-0.24414;-0.144036;-0.646229;
0.608207;-0.0179659;-0.128259;-0.249148;-0.236546;-0.133252;-0.132162;-0.30415;-0.55826;-0.665815;0.146238;-0.342218;-0.0763817;-0.133768;-0.485541;-0.0491137;-0.0280652;-0.0177814;-0.460779;-0.0667377;0.147072;0.228364;0.397276;1;1;-0.158762;-0.244128;-0.144094;-0.64633;
0.129922;0.187567;0.092195;0.241754;-0.302057;0.07767;0.178751;-0.321716;0.0919662;0.47817;-0.22787;-0.0468983;0.224584;0.453376;0.205765;0.215103;0.296147;0.424751;0.218234;0.127744;0.57571;0.754759;0.574762;-0.158702;-0.158762;1;0.588299;0.999705;0.287145;
-0.21588;0.22141;-0.12251;0.0896018;-0.400444;-0.145036;-0.0472774;-0.421002;-0.0163473;0.191585;-0.357363;-0.145595;0.109655;0.279962;0.151868;0.0820356;0.205953;0.283618;0.171896;0.101487;0.693971;0.194617;-0.0526192;-0.24414;-0.244128;0.588299;1;0.593743;-0.0108047;
0.132976;0.188002;0.0793884;0.227019;-0.316417;0.0643897;0.165372;-0.338332;0.0730204;0.464149;-0.234088;-0.0628051;0.21663;0.444258;0.191019;0.206869;0.292024;0.420018;0.204233;0.13052;0.58158;0.755635;0.577237;-0.144036;-0.144094;0.999705;0.593743;1;0.264652;
-0.0878396;0.047127;0.511493;0.640302;0.42078;0.523481;0.563419;0.496967;0.749501;0.659961;0.132004;0.573652;0.374947;0.523566;0.614998;0.380061;0.261666;0.3459;0.589455;-0.0258531;-0.143227;0.218175;-0.0249944;-0.646229;-0.64633;0.287145;-0.0108047;0.264652;1;
