1;0.160118;0.309996;0.25163;-0.270094;0.309225;0.403384;-0.319266;-0.101716;-0.101427;0.337626;-0.104808;0.357552;0.398144;-0.0699577;0.386257;0.395845;0.419441;-0.0562814;0.315305;0.343543;0.472873;0.750507;0.608318;0.608207;0.129922;-0.21588;0.132976;-0.0878396;
0.160118;1;-0.5293;-0.335789;-0.189179;-0.528655;-0.343956;-0.122177;0.370936;0.201376;-0.131009;0.630412;0.83379;0.580553;0.575734;0.816008;0.911074;0.381214;0.544689;0.25603;0.260344;0.0849263;0.165383;-0.0177935;-0.0179659;0.187567;0.22141;0.188002;0.047127;
0.309996;-0.5293;1;0.940344;0.410993;0.999087;0.969531;0.349798;0.176256;0.320352;0.549566;-0.120036;-0.00641923;0.29845;0.161265;0.0205705;-0.187103;0.418007;0.204588;0.162799;0.0490787;0.135885;0.246634;-0.128249;-0.128259;0.092195;-0.12251;0.0793884;0.511493;
0.25163;-0.335789;0.940344;1;0.411785;0.936317;0.951934;0.36854;0.339262;0.429507;0.463486;0.0615789;0.179842;0.484702;0.382499;0.202941;0.00187807;0.549455;0.41981;0.0925184;0.151976;0.244689;0.220776;-0.249107;-0.249148;0.241754;0.0896018;0.227019;0.640302;
-0.270094;-0.189179;0.410993;0.411785;1;0.417334;0.3522;0.974625;0.364372;0.170867;0.389684;0.455736;0.119318;0.123531;0.448185;0.140991;-0.177288;0.198982;0.472532;-0.306488;-0.429815;-0.249812;-0.26316;-0.23646;-0.236546;-0.302057;-0.400444;-0.316417;0.42078;
0.309225;-0.528655;0.999087;0.936317;0.417334;1;0.97011;0.362372;0.19261;0.31983;0.545688;-0.103188;-0.00266886;0.2949;0.166432;0.0247358;-0.183409;0.403902;0.206804;0.158099;0.0330217;0.125921;0.243521;-0.133241;-0.133252;0.07767;-0.145036;0.0643897;0.523481;
0.403384;-0.343956;0.969531;0.951934;0.3522;0.97011;1;0.29963;0.255498;0.378596;0.508694;-0.0216733;0.195772;0.488141;0.305928;0.220747;0.0301869;0.567581;0.344145;0.263205;0.155161;0.195746;0.334726;-0.132106;-0.132162;0.178751;-0.0472774;0.165372;0.563419;
-0.319266;-0.122177;0.349798;0.36854;0.974625;0.362372;0.29963;1;0.48312;0.216018;0.343848;0.581971;0.165428;0.122925;0.497215;0.18543;-0.110159;0.119182;0.501686;-0.352934;-0.470788;-0.274356;-0.304942;-0.30408;-0.30415;-0.321716;-0.421002;-0.338332;0.496967;
-0.101716;0.370936;0.176256;0.339262;0.364372;0.19261;0.255498;0.48312;1;0.565694;0.124555;0.780872;0.574743;0.53134;0.74741;0.568898;0.48539;0.258018;0.699968;0.0106058;-0.0813094;-0.0213603;-0.0566743;-0.558143;-0.55826;0.0919662;-0.0163473;0.0730204;0.749501;
-0.101427;0.201376;0.320352;0.429507;0.170867;0.31983;0.378596;0.216018;0.565694;1;0.223028;0.393711;0.400244;0.489246;0.570649;0.386576;0.343304;0.36421;0.557013;0.291995;0.115006;0.16518;0.221194;-0.665704;-0.665815;0.47817;0.191585;0.464149;0.659961;
0.337626;-0.131009;0.549566;0.463486;0.389684;0.545688;0.508694;0.343848;0.124555;0.223028;1;0.0519289;0.183451;0.244867;0.182646;0.201874;0.0263272;0.297012;0.205791;0.321799;-0.0905636;-0.159023;0.235722;0.146213;0.146238;-0.22787;-0.357363;-0.234088;0.132004;
